Ngày đăng bài,Tên,Năm sản xuất,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Trạng thái,Nhiên Liệu,Giá
15/10/2025,Isuzu mu-X 1.9 PRESTIGE 4X2 AT 2018,2018,Nhập khẩu,Đà Nẵng,Bán tải,90.000 km,Số tự động,Xe cũ,Máy dầu,545 triệu
12/10/2025,Suzuki XL7 2020,2020,Nhập khẩu,Tp.HCM,SUV,50.000 km,Số tự động,Xe cũ,Máy xăng,420 triệu
10/10/2025,Toyota Veloz Cross CVT Top 2022,2022,Nhập khẩu,Tây Ninh,Crossover,65.000 km,Số tự động,Xe cũ,Máy xăng,550 triệu
08/10/2025,Mercedes-Benz C250 Exclusive 2010,2010,Trong nước,Hà Nội,Sedan,15.000 km,Số tự động,Xe cũ,Máy xăng,235 triệu
12/10/2025,Toyota Vios 1.5E MT 2021,2021,Trong nước,Bình Dương,Sedan,47.000 km,Số sàn,Xe cũ,Máy xăng,365 triệu
15/10/2025,VinFast VF e34 Tiêu chuẩn 2022,2022,Trong nước,Đồng Nai,SUV,44.000 km,Số tự động,Xe cũ,Điện,420 triệu
18/10/2025,Honda City RS 2024,2024,Trong nước,Quận 7 - Tp.HCM,Sedan,17.300 km,Số tự động,Xe cũ,Máy xăng,520 triệu
14/10/2025,Nissan Navara EL 2WD 2024,2024,Nhập khẩu,Tp.HCM,Bán tải,24.000 km,Số tự động,Xe cũ,Máy dầu,575 triệu
18/10/2025,BMW 520i Luxury Line 2016,2016,Nhập khẩu,Nam Từ Liêm - Hà Nội,Sedan,120.000 km,Số tự động,Xe cũ,Máy xăng,680 triệu
08/10/2025,Hyundai Accent 1.4 MT 2020,2020,Trong nước,Cần Thơ,Sedan,140.000 km,Số sàn,Xe cũ,Máy xăng,290 triệu
13/10/2025,Mazda 3 Sedan 1.5L Luxury 2019,2019,Nhập khẩu,Tp.HCM,Sedan,23.185 km,Số tự động,Xe cũ,Máy xăng,465 triệu
10/10/2025,Toyota Corolla Cross 1.8 V  2022,2022,Nhập khẩu,Tây Ninh,SUV,30.000 km,Số tự động,Xe cũ,Máy xăng,700 triệu
09/10/2025,Daewoo Lacetti CDX 1.6 AT 2009,2009,Nhập khẩu,Thanh Hóa,Sedan,180.000 km,Số tự động,Xe cũ,Máy xăng,145 triệu
12/10/2025,Honda City RS 2021,2021,Nhập khẩu,Ninh Thuận,Sedan,40.000 km,Số tự động,Xe cũ,Máy xăng,440 triệu
10/10/2025,Mitsubishi Attrage CVT Premium 2021,2021,Nhập khẩu,Tp.HCM,Sedan,40.000 km,Số tự động,Xe cũ,Máy xăng,380 triệu
08/10/2025,Mercedes-Benz AMG G63 4.0 v8 2021,2021,Nhập khẩu,Quận 7 - Tp.HCM,SUV,19.999 km,Số tự động,Xe cũ,Máy xăng,9 tỉ 650 triệu
08/10/2025,Mitsubishi Attrage 1.2L MT 2024,2024,Nhập khẩu,Hà Nội,Sedan,55.000 km,Số sàn,Xe cũ,Máy xăng,300 triệu
09/10/2025,Hyundai Grand i10 Hatchback 1.2 MT Base 2014,2014,Trong nước,Đà Nẵng,Hatchback,320.000 km,Số sàn,Xe cũ,Máy xăng,125 triệu
08/10/2025,Peugeot 3008 GT 2022,2022,Trong nước,Tp.HCM,SUV,270.000 km,Số tự động,Xe cũ,Máy xăng,815 triệu
09/10/2025,Hyundai Stargazer 2022,2022,Nhập khẩu,Tp.HCM,MPV,14.000 km,Số tự động,Xe cũ,Máy xăng,550 triệu
12/10/2025,Chevrolet Spark 1.2 mt 2016,2016,Nhập khẩu,Hà Nội,Hatchback,199.999 km,Số sàn,Xe cũ,Máy xăng,119 triệu
15/10/2025,Toyota Innova 2.0G 2007,2007,Trong nước,Bình Dương,MPV,200.000 km,Số sàn,Xe cũ,Máy xăng,152 triệu
08/10/2025,Mitsubishi Xforce Exceed 2024,2024,Trong nước,Tp.HCM,SUV,28.000 km,Số tự động,Xe cũ,Máy xăng,550 triệu
11/10/2025,Ford EcoSport Titanium 2016,2016,Nhập khẩu,Đà Nẵng,SUV,138.000 km,Số tự động,Xe cũ,Máy xăng,310 triệu
13/10/2025,Toyota Vios 2014,2014,,Hà Nội,Sedan,,Số sàn,Xe cũ,Máy xăng,172 triệu
14/10/2025,Mazda CX-5 2014,2014,Trong nước,Bình Dương,SUV,136.000 km,Số tự động,Xe cũ,Máy xăng,405 triệu
10/10/2025,Hyundai Accent 1.4 MT 2020,2020,Trong nước,Bắc Ninh,Sedan,900.000 km,Số sàn,Xe cũ,Máy xăng,320 triệu
11/10/2025,Ford Transit Tiêu chuẩn 2023,2023,Trong nước,Bến Tre,Van/Minivan,52.100 km,Số sàn,Xe cũ,Máy dầu,668 triệu
19/09/2025,Volkswagen Viloran Premium 2023,2023,Nhập khẩu,Quận 7 - Tp.HCM,MPV,32.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 728 triệu
15/10/2025,Toyota Vios 1.5E MT 2017,2017,Nhập khẩu,Hưng Yên,Sedan,400.000 km,Số sàn,Xe cũ,Máy xăng,260 triệu
14/10/2025,Hyundai Custin 2.0T-GDi Cao cấp 2024,2024,Nhập khẩu,Tp.HCM,MPV,,Số tự động,Xe cũ,Máy xăng,900 triệu
29/09/2025,BMW 430i Convertible 2023,2023,Nhập khẩu,Quận 7 - Tp.HCM,Convertible,22.000 km,Số tự động,Xe cũ,Máy xăng,2 tỉ 638 triệu
15/10/2025,Audi A4 2.0 TFSI 2016,2016,Nhập khẩu,Bình Phước,Sedan,940.000 km,Số tự động,Xe cũ,Máy xăng,720 triệu
13/10/2025,Chevrolet Cruze LS 1.6 2015,2015,Nhập khẩu,Trảng Bom - Đồng Nai,Sedan,150.000 km,Số sàn,Xe cũ,Máy xăng,190 triệu
29/09/2025,BMW X6 xDrive40i Msport 2020,2020,Nhập khẩu,Quận 7 - Tp.HCM,SUV,54.000 km,Số tự động,Xe cũ,Máy xăng,2 tỉ 638 triệu
10/10/2025,MG 5 1.5L Luxury 2022,2022,Nhập khẩu,Đà Nẵng,Sedan,44.000 km,Số tự động,Xe cũ,Máy xăng,380 triệu
04/10/2025,Toyota Fortuner 2.4G 4x2 AT  2022,2022,Trong nước,Thanh Xuân - Hà Nội,SUV,01 km,Số tự động,Xe cũ,Máy dầu,1 tỉ 010 triệu
12/10/2025,Hyundai Grand i10 2016,2016,,Hà Nội,,,Số tự động,Xe cũ,Máy xăng,156 triệu
13/10/2025,Nissan Terra V 4WD 7 AT 2019,2019,Nhập khẩu,Thanh Xuân - Hà Nội,SUV,53.825 km,Số tự động,Xe cũ,Máy dầu,680 triệu
09/10/2025,Peugeot 3008 GT 2022,2022,Trong nước,Tp.HCM,SUV,27.000 km,Số tự động,Xe cũ,Máy xăng,810 triệu
12/10/2025,Honda CR-V 1.5 L 2018,2018,Nhập khẩu,Cầu Giấy - Hà Nội,SUV,166.000 km,Số tự động,Xe cũ,Máy xăng,640 triệu
09/10/2025,Ford Focus 1.5L EcoBoost Sport 2016,2016,Trong nước,Long An,Hatchback,140.000 km,Số tự động,Xe cũ,Máy xăng,350 triệu
13/10/2025,Mitsubishi Xpander 1.5 MT 2019,2019,Nhập khẩu,Bình Dương,MPV,81.000 km,Số sàn,Xe cũ,Máy xăng,350 triệu
14/10/2025,Hyundai Stargazer 1.5 AT Cao cấp 2024,2024,Nhập khẩu,Tp.HCM,MPV,60.000 km,Số tự động,Xe cũ,Máy xăng,510 triệu
04/10/2025,Nissan Terra 2.5L V 4WD AT 2019,2019,Trong nước,Thanh Xuân - Hà Nội,SUV,78.001 km,Số tự động,Xe cũ,Máy xăng,680 triệu
18/10/2025,Mercedes-Benz S450 4Matic Luxury 2017,2017,Nhập khẩu,Bắc Từ Liêm - Hà Nội,Sedan,110.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 850 triệu
28/09/2025,Kia Morning 1.25 MT 2015,2015,Trong nước,Hải Châu - Đà Nẵng,Sedan,125.000 km,Số sàn,Xe cũ,Máy xăng,139 triệu
09/10/2025,VinFast LUX A2.0 Tiêu chuẩn 2022,2022,Trong nước,Mỹ Đức - Hà Nội,Sedan,30.000 km,Số tự động,Xe cũ,Máy xăng,520 triệu
08/10/2025,Mazda 2 Luxury 2024,2024,Nhập khẩu,Đà Nẵng,Sedan,10.000 km,Số tự động,Xe cũ,Máy xăng,470 triệu
08/10/2025,Mazda 2 Luxury 2024,2024,Nhập khẩu,Đà Nẵng,Sedan,10.000 km,Số tự động,Xe cũ,Máy xăng,470 triệu
15/10/2025,VinFast Fadil Nâng Cao 2019,2019,Trong nước,Quận 2 - Tp.HCM,Hatchback,29.000 km,Số tự động,Xe cũ,Máy xăng,290 triệu
06/10/2025,Mercedes-Benz AMG G63 4.0 v8 2022,2022,Nhập khẩu,Quận 7 - Tp.HCM,SUV,19.999 km,Số tự động,Xe cũ,Máy xăng,10 tỉ 999 triệu
14/10/2025,Hyundai Accent 1.4 AT Đặc biệt 2021,2021,Nhập khẩu,Hai Bà Trưng - Hà Nội,Sedan,55.000 km,Số tự động,Xe cũ,Máy xăng,430 triệu
09/10/2025,Toyota Vios 1.5E MT 2025,2025,Nhập khẩu,Cần Thơ,Sedan,12.000 km,Số sàn,Xe cũ,Máy xăng,470 triệu
12/10/2025,Mitsubishi Triton Athlete 4x2 AT 2022,2022,Nhập khẩu,Tp.HCM,Bán tải,130 km,Số tự động,Xe cũ,Máy dầu,610 triệu
09/10/2025,BMW 330i M Sport 2020,2020,Nhập khẩu,Tp.HCM,Sedan,70.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 150 triệu
09/10/2025,Mazda CX-8 Luxury 2024,2024,Trong nước,Hà Nội,SUV,9.000 km,Số tự động,Xe cũ,Máy xăng,930 triệu
11/10/2025,Mazda BT-50 Deluxe 4x2 2.2 AT 2016,2016,Nhập khẩu,Tp.HCM,Bán tải,36.000 km,Số tự động,Xe cũ,Máy dầu,390 triệu
08/10/2025,Nissan Navara 2.5 AT 2018,2018,Nhập khẩu,Đồng Nai,Bán tải,97.000 km,Số tự động,Xe cũ,Máy dầu,425 triệu
09/10/2025,MG 5 STD 2023,2023,Nhập khẩu,Tp.HCM,SUV,35.000 km,Số tự động,Xe cũ,Máy xăng,415 triệu
10/10/2025,Chevrolet Cruze  2010,2010,Trong nước,Bình Dương,Sedan,76.000 km,Số tự động,Xe cũ,Máy xăng,190 triệu
16/10/2025,Mazda 3 1.5L Sedan 2018,2018,Trong nước,Cầu Giấy - Hà Nội,Sedan,85.000 km,Số tự động,Xe cũ,Máy xăng,420 triệu
26/09/2025,Hyundai Santa Fe 2.5 Xăng Cao cấp 2022,2022,Trong nước,Cầu Giấy - Hà Nội,SUV,55.000 km,Số tự động,Xe cũ,Máy xăng,895 triệu
12/10/2025,Hyundai Grand i10 Sedan 1.2 MT 2021,2021,Nhập khẩu,Quảng Trị,Sedan,50.000 km,Số sàn,Xe cũ,Máy xăng,285 triệu
18/10/2025,Hyundai Grand Starex 2.4 MT 2016,2016,Nhập khẩu,Đông Anh - Hà Nội,Van/Minivan,80.000 km,Số sàn,Xe cũ,Máy dầu,460 triệu
15/10/2025,Kia Seltos 1.4 Premium 2021,2021,Nhập khẩu,Tp.HCM,SUV,13.500 km,Số tự động,Xe cũ,Máy xăng,500 triệu
14/10/2025,Hyundai Grand Starex 2007,2007,,Hà Nội,,,Số sàn,Xe cũ,Máy xăng,200 triệu
10/10/2025,Toyota Corolla Altis 1.8 G 2015,2015,,Tp.HCM,Sedan,90.000 km,Số tự động,Xe cũ,Máy xăng,399 triệu
09/10/2025,Mazda 3 Sedan 2.0L Signature Premium 2019,2019,Trong nước,Hà Nội,Sedan,130.000 km,Số tự động,Xe cũ,Máy xăng,480 triệu
10/10/2025,Hyundai Starex 2011,2011,Nhập khẩu,Tp.HCM,Van/Minivan,93.679 km,Số tự động,Xe cũ,Máy xăng,250 triệu
09/10/2025,Honda CR-V L AWD 2020,2020,Trong nước,Ninh Thuận,SUV,34.000 km,Số tự động,Xe cũ,Máy xăng,830 triệu
18/10/2025,Ford Everest Titanium 2.0 AT 4x2 2023,2023,Trong nước,Cầu Giấy - Hà Nội,SUV,40.000 km,Số tự động,Xe cũ,Máy dầu,1 tỉ 189 triệu
09/10/2025,MG RX5 2023,2023,Nhập khẩu,Hải Phòng,SUV,11.000 km,Số tự động,Xe cũ,Máy xăng,500 triệu
09/10/2025,Honda CR-V 1.5 L 2020,2020,Trong nước,Hà Nội,SUV,59.000 km,Số tự động,Xe cũ,Máy xăng,820 triệu
15/10/2025,Mercedes-Benz GLC 200 V1 2022,2022,Trong nước,Quận 7 - Tp.HCM,SUV,48.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 339 triệu
09/10/2025,VinFast LUX SA2.0 Cao cấp 2021,2021,Trong nước,Tp.HCM,SUV,36.000 km,Số tự động,Xe cũ,Máy xăng,720 triệu
08/10/2025,Ford Ranger XLS 2.2 4x2 MT 2017,2017,Nhập khẩu,Tp.HCM,Bán tải,90.000 km,Số sàn,Xe cũ,Máy dầu,425 triệu
26/09/2025,Mercedes-Benz C300 AMG 2018,2018,Trong nước,Quận 7 - Tp.HCM,Sedan,59.000 km,Số tự động,Xe cũ,Máy xăng,789 triệu
26/09/2025,Mercedes-Benz GLC 200 4Matic 2021,2021,Trong nước,Quận 7 - Tp.HCM,SUV,60.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 399 triệu
14/10/2025,Mitsubishi Xpander AT Premium 2022,2022,Nhập khẩu,Tây Ninh,Crossover,35.000 km,Số tự động,Xe cũ,Máy xăng,525 triệu
05/10/2025,BMW X4 sDrive20i 2014,2014,Nhập khẩu,Quận 7 - Tp.HCM,SUV,63.000 km,Số tự động,Xe cũ,Máy xăng,699 triệu
13/10/2025,Mercedes-Benz C300 AMG 2018,2018,Trong nước,Quận 7 - Tp.HCM,Sedan,97 km,Số tự động,Xe cũ,Máy xăng,789 triệu
05/10/2025,Mercedes-Benz E300 AMG 2010,2010,Nhập khẩu,Quận 7 - Tp.HCM,Sedan,82.000 km,Số tự động,Xe cũ,Máy xăng,379 triệu
05/10/2025,Mercedes-Benz GLC 200 V1 2019,2019,Trong nước,Quận 7 - Tp.HCM,SUV,69.000 km,Số tự động,Xe cũ,Máy xăng,970 triệu
13/10/2025,Mazda CX-5 2.5L Signature Premium AWD 2018,2018,Trong nước,Tp.HCM,SUV,85.000 km,Số tự động,Xe cũ,Máy xăng,510 triệu
15/10/2025,Hyundai Grand i10 2019,2019,Nhập khẩu,Tp.HCM,Hatchback,140.868 km,Số sàn,Xe cũ,Máy xăng,185 triệu
13/10/2025,Porsche Cayenne 3.6 V6 2014,2014,Nhập khẩu,Quận 7 - Tp.HCM,SUV,90 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 188 triệu
09/10/2025,Mazda 2 Sedan 1.5L Premium 2019,2019,Nhập khẩu,Lâm Đồng,Sedan,72.000 km,Số tự động,Xe cũ,Máy xăng,335 triệu
09/10/2025,Kia Morning SX 1.1 AT 2007,2007,Nhập khẩu,Bình Dương,Hatchback,100.000 km,Số tự động,Xe cũ,Máy xăng,115 triệu
26/09/2025,Audi Q2 1.4 TFSI 2018,2018,Nhập khẩu,Quận 7 - Tp.HCM,SUV,66.000 km,Số tự động,Xe cũ,Máy xăng,850 triệu
08/10/2025,Dodge Journey 2008,2008,Trong nước,Tp.HCM,SUV,128.808 km,Số tự động,Xe cũ,Máy xăng,365 triệu
20/09/2025,Toyota Yaris 1.5G 2018,2018,Nhập khẩu,An Lão - Hải Phòng,Hatchback,80.000 km,Số tự động,Xe cũ,Máy xăng,415 triệu
12/10/2025,Mazda 3 2019,2019,Nhập khẩu,Tp.HCM,Sedan,100.000 km,Số tự động,Xe cũ,Máy xăng,410 triệu
08/10/2025,Mazda 3 1.5 Hatchback 2018,2018,Nhập khẩu,Nhà Bè - Tp.HCM,Hatchback,44.000 km,Số tự động,Xe cũ,Máy xăng,440 triệu
16/10/2025,Mazda 3 Sedan 1.5L Luxury 2022,2022,Trong nước,An Lão - Hải Phòng,Sedan,72.000 km,Số tự động,Xe cũ,Máy xăng,545 triệu
24/09/2025,Mercedes-Benz GLC 250 4Matic 2017,2017,Trong nước,Quận 7 - Tp.HCM,SUV,70.000 km,Số tự động,Xe cũ,Máy xăng,979 triệu
18/10/2025,Mazda CX-3 1.5L Luxury 2024,2024,Nhập khẩu,Quận 2 - Tp.HCM,Crossover,2.000 km,Số tự động,Xe cũ,Máy xăng,578 triệu
13/10/2025,Hyundai i20 1.4 AT 2017,2017,Nhập khẩu,Đồng Nai,Hatchback,97.000 km,Số tự động,Xe cũ,Máy xăng,350 triệu
08/10/2025,Ford Tourneo 2020,2020,Nhập khẩu,Hà Nội,Van/Minivan,120.000 km,Số tự động,Xe cũ,Máy dầu,600 triệu
15/10/2025,Ford Ranger XLS 2.2L 4x2 MT 2019,2019,Nhập khẩu,Hà Nội,Bán tải,43.000 km,Số tự động,Xe cũ,Máy dầu,500 triệu
11/10/2025,Mercedes-Benz C300 AMG 2022,2022,Trong nước,Tp.HCM,Sedan,6.770 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 850 triệu
10/10/2025,Honda Civic 1.8 AT 2014,2014,Trong nước,Gia Lai,Sedan,70.000 km,Số tự động,Xe cũ,Máy xăng,298 triệu
20/09/2025,Toyota Innova 2.0E 2017,2017,Trong nước,An Lão - Hải Phòng,MPV,120.000 km,Số tự động,Xe cũ,Máy xăng,395 triệu
25/09/2025,Mercedes-Benz C300 AMG 2023,2023,Trong nước,Quận 7 - Tp.HCM,Sedan,4.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 739 triệu
06/10/2025,Mercedes-Benz GLC 200 4Matic 2021,2021,Trong nước,Quận 7 - Tp.HCM,SUV,16.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 399 triệu
04/10/2025,Volkswagen Viloran Luxury 2025,2025,Nhập khẩu,Quận 7 - Tp.HCM,MPV,5.000 km,Số tự động,Xe cũ,Máy xăng,2 tỉ 279 triệu
10/10/2025,Mazda CX-5 2.5 AWD 2018,2018,Trong nước,Hải Phòng,SUV,80.000 km,Số tự động,Xe cũ,Máy xăng,580 triệu
09/10/2025,Toyota Fortuner 2.5G 2010,2010,Trong nước,Thái Nguyên,SUV,140.000 km,Số sàn,Xe cũ,Máy dầu,380 triệu
26/09/2025,Mercedes-Benz GLC 300 4Matic 2022,2022,Trong nước,Quận 7 - Tp.HCM,SUV,70.000 km,Số tự động,Xe cũ,Máy xăng,990 triệu
26/09/2025,Mercedes-Benz E200 Exclusive 2019,2019,Trong nước,Quận 7 - Tp.HCM,Sedan,68.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 099 triệu
10/10/2025,Ford Ranger 2022,2022,,Hà Nội,Bán tải,50.000 km,Số tự động,Xe cũ,Máy xăng,785 triệu
13/10/2025,Hyundai Accent 1.5 AT cao cấp 2025,2025,Nhập khẩu,Bình Thuận,Sedan,5.000 km,Số tự động,Xe cũ,Máy xăng,565 triệu
12/10/2025,VinFast Fadil Tiêu Chuẩn 2019,2019,Trong nước,Quận 8 - Tp.HCM,Hatchback,204.000 km,Số tự động,Xe cũ,Máy xăng,258 triệu
15/10/2025,Mazda 3 2.0L Sedan 2015,2015,Trong nước,Hoàng Mai - Hà Nội,Sedan,111.289 km,Số tự động,Xe cũ,Máy xăng,350 triệu
15/10/2025,Toyota Corolla Altis 1.8G CVT 2015,2015,Nhập khẩu,Tp.HCM,Sedan,82.000 km,Số tự động,Xe cũ,Máy xăng,445 triệu
18/10/2025,Mazda 3 2016,2016,Trong nước,Quận 12 - Tp.HCM,Hatchback,80.000 km,Số tự động,Xe cũ,Máy xăng,350 triệu
15/10/2025,Mitsubishi Pajero Sport G 4x4 AT 2015,2015,Trong nước,Tp.HCM,SUV,90.000 km,Số tự động,Xe cũ,Máy dầu,385 triệu
11/10/2025,VinFast Fadil Tiêu Chuẩn 2020,2020,Trong nước,Tp.HCM,Hatchback,74.000 km,Số tự động,Xe cũ,Máy xăng,310 triệu
15/10/2025,Mazda 3 1.6 AT 2016,2016,Nhập khẩu,Đà Nẵng,Sedan,70.000 km,Số tự động,Xe cũ,Máy xăng,355 triệu
17/10/2025,Mercedes-Benz C200 2011,2011,Trong nước,Nam Từ Liêm - Hà Nội,Sedan,108.000 km,Số tự động,Xe cũ,Máy xăng,295 triệu
10/10/2025,Toyota Innova 2.0E 2019,2019,Nhập khẩu,Đắk Lắk,MPV,160.000 km,Số sàn,Xe cũ,Máy xăng,410 triệu
13/10/2025,Toyota Vios Limo 2023,2023,Trong nước,Hải Phòng,Sedan,1.800 km,Số tự động,Xe cũ,Máy xăng,390 triệu
15/10/2025,Toyota Vios 2022,2022,Trong nước,Bình Dương,Sedan,69.000 km,Số tự động,Xe cũ,Máy xăng,410 triệu
14/10/2025,Kia Cerato 1.6 MT 2020,2020,Nhập khẩu,Bình Phước,Sedan,14.000 km,Số sàn,Xe cũ,Máy xăng,420 triệu
02/10/2025,Land Rover Range Rover Autobiography 3.0L P400 2020,2020,Nhập khẩu,Long Biên - Hà Nội,SUV,50.000 km,Số tự động,Xe cũ,Máy xăng,6 tỉ 200 triệu
19/09/2025,Land Rover Range Rover Autobiography 3.0L P400 2021,2021,Nhập khẩu,Long Biên - Hà Nội,SUV,35.000 km,Số tự động,Xe cũ,Máy xăng,6 tỉ 380 triệu
21/09/2025,Hyundai Grand i10 1.0 AT 2014,2014,Nhập khẩu,Kỳ Anh - Hà Tĩnh,Hatchback,81.000 km,Số tự động,Xe cũ,Máy xăng,235 triệu
21/09/2025,Hyundai Grand i10 2014,2014,Nhập khẩu,Thanh Hóa - Thanh Hóa,Hatchback,101.000 km,Số sàn,Xe cũ,Máy xăng,118 triệu
21/09/2025,Hyundai Accent 1.4 MT 2018,2018,Trong nước,Vinh - Nghệ An,Sedan,81.000 km,Số sàn,Xe cũ,Máy xăng,286 triệu
19/09/2025,BMW Z4 sDrive20i  2011,2011,Nhập khẩu,Long Biên - Hà Nội,Convertible,70.000 km,Số tự động,Xe cũ,Máy xăng,850 triệu
17/10/2025,Ford Ranger XLS 2.0L 4x2 AT 2022,2022,Trong nước,Tân Phú - Tp.HCM,Bán tải,85.000 km,Số tự động,Xe cũ,Máy dầu,568 triệu
17/10/2025,Ford Ranger XLS 2.2 4x2 MT 2022,2022,Trong nước,Tân Phú - Tp.HCM,Bán tải,57.000 km,Số sàn,Xe cũ,Máy dầu,535 triệu
19/09/2025,Hyundai Santa Fe 2.2L Dầu Tiêu chuẩn 2019,2019,Trong nước,Gò Vấp - Tp.HCM,SUV,60.000 km,Số tự động,Xe cũ,Máy dầu,680 triệu
22/09/2025,VinFast LUX A2.0 Tiêu chuẩn 2020,2020,Trong nước,Cầu Giấy - Hà Nội,Sedan,90.000 km,Số tự động,Xe cũ,Máy xăng,475 triệu
02/10/2025,Mercedes-Benz C180 AMG 2021,2021,Nhập khẩu,Long Biên - Hà Nội,Sedan,30.000 km,Số tự động,Xe cũ,Máy xăng,830 triệu
12/10/2025,Hyundai Santa Fe 2.2 Dầu Cao cấp 2024,2024,Trong nước,Cầu Giấy - Hà Nội,SUV,20.000 km,Số tự động,Xe cũ,Máy dầu,1 tỉ 305 triệu
07/10/2025,Kia Sedona 2.2 DATH 2016,2016,Trong nước,Tp.HCM,MPV,120.000 km,Số tự động,Xe cũ,Máy dầu,515 triệu
07/10/2025,VinFast VF9 Plus 2024,2024,Trong nước,Tp.HCM,SUV,8.170 km,Số tự động,Xe cũ,Điện,1 tỉ 229 triệu
07/10/2025,Honda CR-V 1.5 G 2018,2018,Trong nước,Đà Nẵng,SUV,580.000 km,Số tự động,Xe cũ,Máy xăng,655 triệu
08/10/2025,Toyota Camry 3.0V 2002,2002,Trong nước,An Giang,Sedan,144.172 km,Số tự động,Xe cũ,Máy xăng,165 triệu
07/10/2025,Toyota Innova 2.0G 2006,2006,Trong nước,Tp.HCM,MPV,100.000 km,Số sàn,Xe cũ,Máy xăng,176 triệu
08/10/2025,Suzuki XL7 GLX 2022,2022,Nhập khẩu,Bà Rịa Vũng Tàu,SUV,8.000 km,Số tự động,Xe cũ,Máy xăng,490 triệu
07/10/2025,VinFast VF5 Plus 2023,2023,Trong nước,Tp.HCM,SUV,19.000 km,Số tự động,Xe cũ,Điện,350 triệu
17/10/2025,Mercedes-Benz CLA 250 2.0 I4 2017,2017,Nhập khẩu,Bắc Từ Liêm - Hà Nội,Coupe,78.000 km,Số tự động,Xe cũ,Máy xăng,599 triệu
07/10/2025,Ford Everest 2010,2010,Trong nước,Tp.HCM,SUV,18 km,Số tự động,Xe cũ,Máy dầu,280 triệu
07/10/2025,Ford Ranger XLS 2.2L 4x2 MT 2021,2021,Nhập khẩu,Bình Dương,Bán tải,53.000 km,Số sàn,Xe cũ,Máy dầu,545 triệu
17/10/2025,Land Rover Range Rover 3.0 Autobiography LWB 2014,2014,Nhập khẩu,Cái Răng - Cần Thơ,SUV,46.000 km,Số tự động,Xe cũ,Máy xăng,2 tỉ 750 triệu
07/10/2025,MG 5 STD 2022,2022,Nhập khẩu,Tp.HCM,Sedan,120.000 km,Số tự động,Xe cũ,Máy xăng,385 triệu
07/10/2025,Kia Morning S 1.25 AT 2014,2014,Trong nước,Hà Nội,Hatchback,70.000 km,Số tự động,Xe cũ,Máy xăng,215 triệu
07/10/2025,Kia Sorento 2.4 GATH Premium 2015,2015,Nhập khẩu,Tp.HCM,SUV,39.000 km,Số tự động,Xe cũ,Máy xăng,475 triệu
07/10/2025,Ford Laser 2003,2003,Nhập khẩu,Bà Rịa Vũng Tàu,Sedan,60.000 km,Số sàn,Xe cũ,Máy xăng,110 triệu
15/10/2025,Mercedes-Benz E200 Exclusive 2021,2021,Trong nước,Quận 8 - Tp.HCM,Sedan,50.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 380 triệu
16/10/2025,Maserati Levante 3.0L S V6 2016,2016,Nhập khẩu,Quận 8 - Tp.HCM,SUV,68.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 990 triệu
15/10/2025,BMW 320i Sport Line 2023,2023,Trong nước,Quận 8 - Tp.HCM,Sedan,22.500 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 330 triệu
06/10/2025,Mercedes-Benz C200 Avantgarde Plus 2022,2022,Trong nước,Quận 8 - Tp.HCM,Sedan,47.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 290 triệu
10/10/2025,Hyundai Tucson 2.0 Đặc biệt 2020,2020,Trong nước,Cầu Giấy - Hà Nội,Crossover,40.000 km,Số tự động,Xe cũ,Máy xăng,680 triệu
21/09/2025,Mazda CX-5 2.5 2WD 2016,2016,Trong nước,Cầu Giấy - Hà Nội,SUV,85.000 km,Số tự động,Xe cũ,Máy xăng,475 triệu
20/09/2025,Kia Cerato 1.6 AT Deluxe 2016,2016,Trong nước,An Lão - Hải Phòng,Sedan,130.000 km,Số tự động,Xe cũ,Máy xăng,365 triệu
20/09/2025,Mazda 2 Sedan 1.5L Deluxe 2015,2015,Nhập khẩu,An Lão - Hải Phòng,Sedan,120.000 km,Số tự động,Xe cũ,Máy xăng,295 triệu
07/10/2025,Hyundai Elantra 1.6 AT 2022,2022,Trong nước,Đồng Tháp,Sedan,35.000 km,Số tự động,Xe cũ,Máy xăng,485 triệu
07/10/2025,Ford Transit 2018,2018,Trong nước,Hà Nội,Van/Minivan,300.000 km,Số sàn,Xe cũ,Máy dầu,350 triệu
07/10/2025,Mitsubishi Grandis 2.4 MIVEC 2006,2006,Nhập khẩu,Tp.HCM,MPV,98.000 km,Số tự động,Xe cũ,Máy xăng,185 triệu
